pr,pr_1,tas,tas_1,tasmax,tasmax_1,tasmin,tasmin_1,deltemp,deltemp_1,dengue_befor,dengue_befor_1,dengue_incidence
-0.768878412,-0.9737496,-1.386781743,-1.327449335,-1.270394678,-1.367437083,-1.181417149,-1.170968241,0.359648184,0.267362918,-0.154480169,-0.295920941,0.34
-0.96907242,-0.976736754,-1.304722387,-0.54088494,-1.364272055,0.052944515,-1.154275827,-1.07690506,0.259354137,1.225945668,-0.299218345,-0.295920941,0.17
-0.97206039,-0.871190651,-0.525158507,0.535466337,0.057299659,0.995398971,-1.060789051,-0.2606794,1.215490717,1.034899456,-0.299218345,-0.295920941,0.17
-0.86648544,-0.615291137,0.541613118,0.908049471,1.000543784,1.004332189,-0.249565086,0.382591382,1.024932028,0.334396677,-0.299218345,-0.295920941,0.4
-0.610515988,0.98184046,0.910880219,0.783855093,1.009484487,0.673803138,0.389763837,0.643540849,0.326216835,-0.205225081,-0.299218345,-0.295920941,1.88
0.987052116,0.465062842,0.787791185,0.576864463,0.67867849,-0.081053749,0.64911425,0.940901871,-0.212027884,-1.10012576,-0.299218345,-0.295920941,4.57
0.470133259,0.610437664,0.582642796,0.369873833,-0.07681088,-0.563447499,0.944653092,0.892353133,-1.104644901,-1.40848105,-0.299218345,-0.295920941,5.07
0.615547812,0.221111944,0.377494406,0.369873833,-0.559608821,-0.666179502,0.896401852,0.837735802,-1.412213311,-1.421887801,-0.299218345,-0.295920941,3.47
0.226115688,-0.337485828,0.377494406,0.618262589,-0.662426901,0.017211644,0.842119208,0.710295364,-1.425585851,-0.771660342,-0.299218345,-0.295920941,4.49
-0.332634753,1.160073974,0.623672474,0.369873833,0.021536849,0.088677385,0.715459704,0.552511965,-0.777017681,-0.543745562,-0.299218345,-0.295920941,1.87
1.165334342,-0.892100728,0.377494406,-0.292496184,0.09306247,-0.340117059,0.558643176,-0.363845468,-0.549684508,0.150053841,-0.299218345,-0.295920941,1.08
-0.887401232,-0.730794419,-0.27898044,-0.913468074,-0.336091255,-0.82251081,-0.35209897,-0.688515155,0.142344416,0.143350465,-0.299218345,-0.295920941,0.74
-0.726050838,-0.590398188,-0.894425608,-1.203254957,-0.818889196,-0.813577592,-0.674779134,-1.11635091,0.135658146,0.625993527,-0.299218345,-0.640408115,0.11
-0.585616235,-0.976736754,-1.181633354,-0.54088494,-0.809948494,0.749735487,-1.099993183,-1.280202902,0.617069571,1.976723766,-0.644363227,-0.640408115,0.23
-0.97206039,-0.976736754,-0.525158507,0.783855093,0.754674462,1.549258462,-1.262841116,-0.278885176,1.964352934,1.470618887,-0.644363227,-0.640408115,0.51
-0.97206039,-0.75469165,0.787791185,1.901604496,1.554867345,2.683777096,-0.267659301,0.610163592,1.459539565,1.33655137,-0.644363227,-0.640408115,1.13
-0.7499546,-0.207046776,1.895592488,1.86020637,2.690336576,1.781522119,0.615941523,1.280743038,1.325814169,-0.077860939,-0.644363227,-0.640408115,1.47
-0.202160051,-0.543599444,1.85456281,1.280632606,1.787325613,0.687202964,1.282411769,1.183645562,-0.084988757,-0.791770469,-0.644363227,-0.640408115,4.47
-0.538804701,-0.007903185,1.28014732,0.990845724,0.692089544,0.21820904,1.18590929,1.086548085,-0.79707649,-1.036443689,-0.644363227,-0.640408115,10.85
-0.002962033,1.396059129,0.992939575,0.328475707,0.222702657,-0.393716365,1.08940681,0.910558909,-1.041125338,-1.301227036,-0.644363227,-0.640408115,10.89
1.401383993,1.15708682,0.336464728,0.494068211,-0.389735471,0.231608867,0.914496067,0.616232184,-1.305232995,-0.506876995,-0.644363227,-0.640408115,8.34
1.162346371,0.770748254,0.50058344,0.494068211,0.236113711,0.44153948,0.621972928,0.467551673,-0.512910024,-0.185114953,-0.644363227,-0.640408115,7.15
0.775902217,-0.4191347,0.50058344,-0.168301806,0.446220222,-0.085520358,0.474203507,-0.321365322,-0.191969074,0.294176422,-0.644363227,-0.640408115,3.66
-0.41430594,-0.88612642,-0.155891406,-1.782828721,-0.081281231,-1.179839513,-0.309879136,-1.932576571,0.286099216,1.249407483,-0.644363227,-0.640408115,1.63
